original_2021,adjusted_2021,target_2025
4.67,4.8,5.0
5.0,5.0,5.0
4.92,5.0,4.85
4.82,4.9,4.96
4.9,4.97,4.92
5.0,5.0,4.86
4.91,5.0,4.67
4.5,4.69,4.7
4.89,4.96,4.89
4.92,5.0,4.92
4.89,4.96,4.8
5.0,5.0,4.4
4.91,5.0,4.73
4.79,4.88,4.0
5.0,5.0,4.89
4.91,5.0,4.76
4.65,4.77,4.95
5.0,5.0,5.0
4.88,4.95,5.0
4.75,4.86,4.84
4.4,4.61,4.91
4.36,4.58,4.7
4.0,4.5,4.4
0.0,4.0,4.89
4.67,4.8,5.0
4.96,5.0,4.91
4.88,4.95,4.94
4.93,5.0,4.92
4.64,4.77,4.86
4.82,4.9,4.78
4.75,4.86,4.91
4.63,4.76,4.72
4.87,4.94,4.96
4.85,4.92,5.0
4.75,4.86,4.71
4.87,4.94,4.75
4.86,4.93,4.98
5.0,5.0,4.89
4.4,4.61,4.82
4.73,4.83,4.81
5.0,5.0,5.0
4.67,4.8,4.29
4.72,4.83,4.75
4.94,5.0,4.88
4.89,4.96,4.97
4.67,4.8,4.86
4.76,4.86,4.87
4.92,5.0,4.92
4.5,4.69,4.5
5.0,5.0,4.87
4.83,4.91,4.82
4.46,4.64,4.92
4.75,4.86,5.0
4.92,5.0,4.85
4.5,4.69,4.96
5.0,5.0,4.82
4.56,4.72,5.0
4.75,4.86,4.88
4.75,4.86,4.98
4.81,4.89,4.91
4.89,4.96,4.91
4.91,5.0,5.0
5.0,5.0,4.97
5.0,5.0,4.87
4.8,4.89,4.93
4.89,4.96,4.98
4.92,5.0,4.88
5.0,5.0,4.89
5.0,5.0,4.96
4.78,4.87,4.78
5.0,5.0,5.0
4.83,4.91,4.89
5.0,5.0,4.94
5.0,5.0,4.82
4.0,4.5,4.89
4.82,4.9,5.0
4.88,4.95,5.0
5.0,5.0,4.93
5.0,5.0,4.96
4.97,5.0,5.0
4.9,4.97,4.8
4.39,4.6,5.0
4.62,4.75,4.86
4.8,4.89,4.83
4.88,4.95,4.97
4.92,5.0,4.81
5.0,5.0,4.93
4.84,4.92,4.89
5.0,5.0,4.78
3.25,4.17,4.89
4.0,4.5,4.92
4.92,5.0,4.97
4.8,4.89,4.86
4.82,4.9,5.0
4.88,4.95,4.85
4.82,4.9,4.82
0.0,4.0,5.0
4.9,4.97,5.0
5.0,5.0,4.96
4.53,4.71,5.0
4.73,4.83,5.0
4.79,4.88,5.0
4.85,4.92,4.5
4.63,4.76,4.83
4.42,4.62,4.88
4.67,4.8,4.95
4.87,4.94,4.99
4.89,4.96,4.95
4.81,4.89,4.82
4.0,4.5,4.84
5.0,5.0,4.86
4.78,4.87,4.87
4.83,4.91,4.84
4.79,4.88,5.0
4.67,4.8,4.81
4.83,4.91,4.76
4.96,5.0,5.0
4.67,4.8,4.8
4.93,5.0,5.0
4.67,4.8,4.94
4.44,4.63,4.94
4.89,4.96,4.96
4.92,5.0,4.77
5.0,5.0,4.82
5.0,5.0,4.92
5.0,5.0,4.86
4.87,4.94,4.95
5.0,5.0,5.0
4.89,4.96,4.61
4.86,4.93,4.91
4.86,4.93,4.87
4.67,4.8,4.75
4.7,4.82,4.84
4.84,4.92,4.73
4.51,4.7,4.89
5.0,5.0,4.93
4.85,4.92,5.0
3.0,4.17,4.88
4.94,5.0,4.86
5.0,5.0,4.87
4.54,4.71,4.94
4.87,4.94,4.83
4.85,4.92,5.0
4.71,4.83,4.81
4.85,4.92,4.8
4.94,5.0,4.41
4.86,4.93,5.0
5.0,5.0,4.75
4.38,4.6,4.96
4.81,4.89,4.83
4.92,5.0,4.91
4.87,4.94,4.78
4.33,4.58,4.72
4.79,4.88,4.95
4.86,4.93,4.96
5.0,5.0,4.75
3.5,4.25,4.81
4.0,4.5,4.89
4.75,4.86,4.85
4.88,4.95,4.84
4.88,4.95,4.92
4.33,4.58,4.89
4.76,4.86,4.92
4.8,4.89,4.57
4.69,4.81,4.9
0.0,4.0,4.97
4.91,5.0,4.81
4.86,4.93,5.0
4.76,4.86,4.92
4.89,4.96,4.97
4.73,4.83,4.9
4.92,5.0,4.58
4.78,4.87,4.9
4.75,4.86,4.91
4.75,4.86,5.0
4.93,5.0,5.0
5.0,5.0,4.91
4.65,4.77,4.71
4.87,4.94,4.83
5.0,5.0,5.0
4.92,5.0,4.82
4.67,4.8,4.91
4.77,4.86,4.9
4.97,5.0,5.0
4.5,4.69,5.0
4.82,4.9,4.95
4.91,5.0,4.69
4.63,4.76,4.97
4.8,4.89,5.0
4.42,4.62,4.78
4.8,4.89,5.0
4.67,4.8,5.0
5.0,5.0,4.6
5.0,5.0,4.74
4.99,5.0,4.0
4.68,4.81,4.67
4.67,4.8,4.79
4.6,4.75,5.0
4.8,4.89,5.0
4.84,4.92,5.0
5.0,5.0,4.86
4.78,4.87,4.89
4.25,4.52,4.86
4.77,4.86,4.98
4.86,4.93,4.71
4.8,4.89,5.0
5.0,5.0,4.93
4.79,4.88,4.95
4.84,4.92,4.8
4.62,4.75,4.88
4.83,4.91,4.77
5.0,5.0,4.55
5.0,5.0,4.87
4.88,4.95,4.79
4.67,4.8,4.81
4.67,4.8,4.79
4.5,4.69,4.78
4.7,4.82,4.93
5.0,5.0,4.94
4.7,4.82,4.71
4.44,4.63,5.0
4.43,4.63,4.77
4.85,4.92,4.86
5.0,5.0,5.0
4.65,4.77,5.0
4.57,4.73,4.95
4.96,5.0,4.83
4.86,4.93,4.97
5.0,5.0,4.9
5.0,5.0,5.0
4.67,4.8,4.94
4.87,4.94,4.84
4.73,4.83,4.89
4.64,4.77,4.8
4.67,4.8,5.0
4.85,4.92,4.97
4.83,4.91,4.7
4.93,5.0,4.82
0.0,4.0,5.0
4.87,4.94,4.53
5.0,5.0,4.88
4.0,4.5,4.88
4.75,4.86,5.0
5.0,5.0,4.93
5.0,5.0,5.0
4.43,4.63,5.0
4.73,4.83,4.79
5.0,5.0,5.0
4.89,4.96,4.33
4.78,4.87,5.0
4.75,4.86,4.69
4.81,4.89,4.88
4.87,4.94,4.58
4.94,5.0,4.88
4.43,4.63,4.97
4.86,4.93,4.73
4.89,4.96,4.92
4.88,4.95,4.91
4.78,4.87,4.96
5.0,5.0,4.67
4.81,4.89,5.0
4.8,4.89,4.94
4.8,4.89,4.95
4.88,4.95,4.6
4.5,4.69,5.0
4.65,4.77,4.93
4.2,4.5,4.82
4.69,4.81,4.97
4.91,5.0,4.76
4.88,4.95,4.83
4.83,4.91,5.0
4.75,4.86,4.71
4.67,4.8,5.0
4.75,4.86,4.94
5.0,5.0,4.96
5.0,5.0,4.9
4.67,4.8,4.9
4.86,4.93,5.0
4.88,4.95,5.0
5.0,5.0,4.97
4.6,4.75,4.8
4.5,4.69,4.9
5.0,5.0,4.87
5.0,5.0,5.0
5.0,5.0,4.64
5.0,5.0,4.89
4.62,4.75,5.0
4.85,4.92,5.0
4.5,4.69,4.83
4.0,4.5,4.8
4.87,4.94,4.84
4.77,4.86,5.0
4.62,4.75,4.83
5.0,5.0,4.96
4.57,4.73,4.83
4.94,5.0,5.0
4.63,4.76,4.93
4.88,4.95,5.0
5.0,5.0,4.59
4.56,4.72,4.97
5.0,5.0,4.73
4.33,4.58,5.0
4.81,4.89,4.83
4.9,4.97,4.99
4.82,4.9,4.88
4.65,4.77,5.0
4.82,4.9,4.92
4.6,4.75,4.91
4.56,4.72,4.66
4.8,4.89,5.0
5.0,5.0,4.9
4.87,4.94,4.91
4.73,4.83,4.88
4.33,4.58,4.96
5.0,5.0,5.0
4.89,4.96,5.0
5.0,5.0,5.0
5.0,5.0,4.78
4.93,5.0,5.0
4.0,4.5,5.0
4.23,4.5,5.0
4.8,4.89,4.88
4.81,4.89,5.0
4.33,4.58,4.82
4.86,4.93,5.0
4.92,5.0,5.0
5.0,5.0,5.0
4.8,4.89,5.0
4.8,4.89,4.92
4.92,5.0,4.76
4.96,5.0,5.0
5.0,5.0,4.97
4.93,5.0,4.94
4.64,4.77,5.0
4.3,4.55,5.0
4.63,4.76,4.9
4.25,4.52,4.81
4.43,4.63,4.76
4.88,4.95,4.88
4.63,4.76,4.7
5.0,5.0,4.94
4.91,5.0,5.0
4.75,4.86,4.93
4.67,4.8,5.0
4.87,4.94,5.0
4.64,4.77,4.8
5.0,5.0,5.0
4.88,4.95,4.87
4.0,4.5,4.67
4.57,4.73,4.81
4.67,4.8,4.82
5.0,5.0,4.76
4.87,4.94,4.84
4.46,4.64,4.92
4.7,4.82,4.81
4.61,4.75,4.84
4.62,4.75,4.82
4.76,4.86,4.81
4.93,5.0,4.59
4.86,4.93,4.9
4.72,4.83,4.31
4.92,5.0,4.95
5.0,5.0,4.0
4.71,4.83,4.79
4.74,4.84,4.91
5.0,5.0,4.67
4.89,4.96,4.5
4.75,4.86,5.0
4.57,4.73,4.75
4.85,4.92,4.58
4.9,4.97,4.55
4.79,4.88,5.0
4.76,4.86,4.8
4.9,4.97,4.86
5.0,5.0,4.75
4.97,5.0,4.86
4.78,4.87,5.0
4.92,5.0,4.88
4.83,4.91,4.82
4.77,4.86,4.76
5.0,5.0,4.71
4.5,4.69,4.76
4.65,4.77,4.88
5.0,5.0,4.92
4.69,4.81,4.99
5.0,5.0,4.86
4.96,5.0,4.77
5.0,5.0,4.94
4.8,4.89,4.71
4.79,4.88,5.0
5.0,5.0,5.0
4.74,4.84,4.84
4.63,4.76,4.98
4.67,4.8,5.0
5.0,5.0,4.9
5.0,5.0,4.93
4.81,4.89,4.89
4.67,4.8,4.99
4.75,4.86,4.8
4.76,4.86,4.99
4.84,4.92,5.0
4.89,4.96,4.71
3.67,4.29,4.6
4.81,4.89,4.95
4.45,4.64,4.77
4.95,5.0,5.0
4.76,4.86,4.56
4.5,4.69,4.93
4.89,4.96,4.88
5.0,5.0,4.56
4.5,4.69,4.8
5.0,5.0,4.69
4.78,4.87,4.8
4.83,4.91,4.67
5.0,5.0,4.89
4.78,4.87,5.0
5.0,5.0,4.93
5.0,5.0,4.98
5.0,5.0,4.94
5.0,5.0,4.92
0.0,4.0,4.69
4.92,5.0,4.95
4.68,4.81,4.92
4.89,4.96,4.91
4.82,4.9,5.0
4.67,4.8,5.0
4.43,4.63,4.77
5.0,5.0,4.89
4.88,4.95,5.0
4.74,4.84,4.5
4.81,4.89,4.97
5.0,5.0,4.8
4.85,4.92,5.0
5.0,5.0,4.57
4.67,4.8,4.62
4.86,4.93,4.92
4.92,5.0,5.0
4.92,5.0,4.75
4.0,4.5,4.66
4.95,5.0,4.8
4.85,4.92,4.94
5.0,5.0,4.92
4.78,4.87,5.0
4.63,4.76,4.86
4.82,4.9,5.0
4.91,5.0,5.0
4.66,4.78,4.79
4.69,4.81,4.0
4.6,4.75,4.72
5.0,5.0,4.84
5.0,5.0,5.0
4.5,4.69,4.98
4.0,4.5,4.96
4.75,4.86,5.0
4.9,4.97,4.83
4.88,4.95,4.82
4.41,4.61,4.89
4.8,4.89,4.95
4.83,4.91,4.7
5.0,5.0,4.97
4.92,5.0,4.93
4.83,4.91,4.94
4.94,5.0,4.88
4.54,4.71,4.7
5.0,5.0,5.0
4.32,4.55,5.0
4.5,4.69,4.96
4.84,4.92,4.8
4.86,4.93,4.8
4.5,4.69,5.0
4.57,4.73,4.95
4.67,4.8,4.87
5.0,5.0,4.89
4.79,4.88,5.0
3.0,4.17,4.91
4.61,4.75,4.83
4.85,4.92,4.71
4.57,4.73,5.0
4.5,4.69,5.0
4.8,4.89,5.0
4.94,5.0,5.0
4.94,5.0,4.91
4.74,4.84,4.97
4.76,4.86,4.84
4.75,4.86,4.36
4.6,4.75,5.0
4.88,4.95,4.9
4.67,4.8,5.0
4.92,5.0,4.94
4.39,4.6,4.8
5.0,5.0,5.0
4.5,4.69,4.88
4.93,5.0,4.75
5.0,5.0,4.94
4.97,5.0,4.98
4.85,4.92,4.94
4.5,4.69,4.85
4.63,4.76,4.98
4.96,5.0,4.99
5.0,5.0,4.67
4.54,4.71,5.0
4.75,4.86,4.67
4.6,4.75,4.9
4.5,4.69,5.0
4.75,4.86,4.93
4.93,5.0,5.0
5.0,5.0,5.0
4.84,4.92,4.82
4.63,4.76,5.0
0.0,4.0,4.84
4.96,5.0,5.0
4.97,5.0,4.98
4.92,5.0,4.92
4.75,4.86,4.8
4.67,4.8,4.84
4.72,4.83,4.91
4.4,4.61,4.96
5.0,5.0,4.93
5.0,5.0,5.0
4.77,4.86,4.63
4.96,5.0,5.0
4.75,4.86,4.93
0.0,4.0,4.8
4.73,4.83,4.5
4.53,4.71,5.0
4.75,4.86,4.79
4.9,4.97,4.95
4.75,4.86,4.97
4.8,4.89,5.0
5.0,5.0,4.91
4.73,4.83,4.94
4.83,4.91,4.85
5.0,5.0,4.9
4.92,5.0,5.0
4.5,4.69,4.86
5.0,5.0,4.59
5.0,5.0,4.92
5.0,5.0,4.78
4.72,4.83,4.71
4.87,4.94,4.49
4.67,4.8,5.0
5.0,5.0,4.69
5.0,5.0,4.76
4.96,5.0,4.73
4.91,5.0,4.92
4.92,5.0,5.0
4.4,4.61,4.89
4.75,4.86,5.0
4.0,4.5,4.5
5.0,5.0,4.86
5.0,5.0,4.0
5.0,5.0,4.43
5.0,5.0,4.94
5.0,5.0,5.0
4.67,4.8,4.97
4.67,4.8,4.87
5.0,5.0,4.63
4.88,4.95,4.96
4.96,5.0,4.73
4.9,4.97,4.94
4.89,4.96,5.0
3.33,4.2,4.86
4.86,4.93,4.0
4.73,4.83,4.76
4.93,5.0,4.91
4.96,5.0,4.81
4.57,4.73,4.88
4.57,4.73,4.81
4.8,4.89,5.0
4.79,4.88,4.44
4.0,4.5,4.8
4.92,5.0,4.47
4.95,5.0,4.94
5.0,5.0,4.89
4.5,4.69,4.74
4.92,5.0,4.8
4.92,5.0,4.91
5.0,5.0,4.79
4.75,4.86,4.79
4.86,4.93,5.0
4.55,4.71,5.0
4.69,4.81,4.99
5.0,5.0,4.93
4.0,4.5,4.91
4.8,4.89,4.92
4.76,4.86,5.0
4.73,4.83,4.88
4.0,4.5,5.0
4.85,4.92,4.96
4.81,4.89,5.0
5.0,5.0,4.91
4.48,4.65,4.77
4.89,4.96,5.0
4.67,4.8,4.97
4.0,4.5,4.92
4.5,4.69,4.86
4.93,5.0,5.0
4.48,4.65,4.98
4.82,4.9,4.91
4.47,4.64,4.89
5.0,5.0,4.95
4.75,4.86,4.61
4.97,5.0,4.89
4.88,4.95,4.79
5.0,5.0,4.83
5.0,5.0,4.98
5.0,5.0,5.0
4.85,4.92,4.96
4.94,5.0,4.82
5.0,5.0,4.8
4.98,5.0,4.81
4.58,4.74,4.89
5.0,5.0,4.85
4.71,4.83,4.66
4.57,4.73,5.0
4.67,4.8,4.86
4.73,4.83,5.0
4.86,4.93,5.0
5.0,5.0,4.62
5.0,5.0,4.87
4.59,4.74,4.61
4.75,4.86,4.93
4.52,4.7,5.0
4.87,4.94,4.92
4.0,4.5,5.0
5.0,5.0,4.11
4.88,4.95,4.95
4.0,4.5,5.0
4.72,4.83,4.94
4.81,4.89,4.92
4.89,4.96,5.0
4.63,4.76,4.91
4.86,4.93,4.81
4.51,4.7,4.94
4.87,4.94,4.59
4.86,4.93,4.79
4.81,4.89,4.93
4.94,5.0,5.0
4.91,5.0,4.87
4.81,4.89,4.9
4.75,4.86,4.95
4.92,5.0,4.99
4.63,4.76,4.55
4.5,4.69,4.56
4.73,4.83,4.43
5.0,5.0,4.25
4.71,4.83,4.54
5.0,5.0,4.15
4.95,5.0,5.0
4.92,5.0,4.71
5.0,5.0,4.92
4.93,5.0,4.68
4.82,4.9,5.0
4.68,4.81,4.9
4.0,4.5,4.99
4.88,4.95,5.0
5.0,5.0,4.96
4.83,4.91,5.0
5.0,5.0,4.8
4.89,4.96,4.93
4.69,4.81,4.81
4.69,4.81,5.0
4.58,4.74,4.92
4.79,4.88,4.88
4.77,4.86,4.88
4.5,4.69,4.86
4.8,4.89,4.81
4.5,4.69,5.0
4.75,4.86,3.5
4.69,4.81,5.0
5.0,5.0,5.0
4.68,4.81,5.0
4.91,5.0,4.33
4.77,4.86,4.77
4.58,4.74,5.0
4.84,4.92,4.87
4.78,4.87,4.79
4.75,4.86,4.84
5.0,5.0,4.5
4.89,4.96,4.8
3.67,4.29,5.0
4.86,4.93,4.65
4.67,4.8,5.0
4.98,5.0,5.0
4.92,5.0,4.83
4.6,4.75,4.72
4.47,4.64,4.87
4.42,4.62,5.0
4.9,4.97,4.95
4.0,4.5,4.86
4.77,4.86,4.86
4.93,5.0,4.73
5.0,5.0,4.87
4.93,5.0,4.65
5.0,5.0,4.89
5.0,5.0,5.0
5.0,5.0,4.95
4.9,4.97,4.69
5.0,5.0,4.62
4.71,4.83,4.32
4.97,5.0,4.88
5.0,5.0,5.0
5.0,5.0,5.0
4.0,4.5,4.95
5.0,5.0,5.0
5.0,5.0,4.63
5.0,5.0,4.83
4.89,4.96,5.0
5.0,5.0,4.89
4.81,4.89,4.92
5.0,5.0,5.0
4.67,4.8,5.0
4.8,4.89,4.91
4.75,4.86,5.0
4.0,4.5,5.0
0.0,4.0,4.92
4.71,4.83,4.86
4.88,4.95,4.86
4.94,5.0,4.88
4.72,4.83,4.89
4.11,4.5,4.82
5.0,5.0,5.0
4.0,4.5,5.0
4.71,4.83,4.86
4.75,4.86,5.0
4.76,4.86,4.86
4.53,4.71,4.91
4.67,4.8,5.0
4.5,4.69,4.96
5.0,5.0,4.58
4.9,4.97,5.0
5.0,5.0,5.0
4.78,4.87,4.83
5.0,5.0,5.0
4.57,4.73,5.0
4.47,4.64,4.93
4.5,4.69,4.96
5.0,5.0,5.0
4.85,4.92,5.0
5.0,5.0,4.4
5.0,5.0,4.56
5.0,5.0,5.0
4.43,4.63,4.76
4.71,4.83,4.6
4.0,4.5,4.67
4.85,4.92,5.0
4.5,4.69,5.0
4.92,5.0,4.83
4.8,4.89,4.91
4.67,4.8,4.91
5.0,5.0,5.0
4.83,4.91,4.85
5.0,5.0,4.85
4.94,5.0,4.86
4.94,5.0,4.29
4.98,5.0,4.15
4.74,4.84,4.8
4.9,4.97,4.74
4.29,4.54,4.69
4.26,4.52,4.5
4.67,4.8,4.92
4.92,5.0,5.0
4.86,4.93,5.0
5.0,5.0,5.0
4.8,4.89,4.92
4.75,4.86,5.0
4.89,4.96,4.83
4.52,4.7,4.8
4.82,4.9,4.92
4.91,5.0,4.96
4.75,4.86,4.71
4.0,4.5,4.96
4.82,4.9,4.88
4.89,4.96,4.98
5.0,5.0,4.84
4.9,4.97,4.72
4.83,4.91,4.67
4.93,5.0,4.96
4.54,4.71,4.86
4.62,4.75,4.69
5.0,5.0,5.0
4.73,4.83,5.0
4.47,4.64,4.49
4.91,5.0,4.76
4.86,4.93,4.86
4.9,4.97,5.0
4.85,4.92,5.0
4.61,4.75,4.81
4.78,4.87,4.67
4.94,5.0,4.63
4.78,4.87,4.98
4.88,4.95,4.85
5.0,5.0,5.0
4.65,4.77,4.73
5.0,5.0,5.0
4.8,4.89,5.0
4.4,4.61,4.86
4.97,5.0,4.53
4.78,4.87,4.83
4.92,5.0,4.79
4.68,4.81,4.72
4.67,4.8,4.96
4.85,4.92,5.0
4.55,4.71,5.0
4.45,4.64,5.0
4.5,4.69,4.9
4.88,4.95,4.72
5.0,5.0,4.56
4.94,5.0,4.86
4.78,4.87,5.0
4.5,4.69,4.95
5.0,5.0,5.0
5.0,5.0,4.94
4.5,4.69,4.7
4.8,4.89,4.93
5.0,5.0,4.74
4.86,4.93,4.92
5.0,5.0,5.0
4.89,4.96,4.96
4.88,4.95,4.86
4.97,5.0,5.0
4.86,4.93,5.0
5.0,5.0,4.98
5.0,5.0,4.76
5.0,5.0,4.97
4.0,4.5,5.0
5.0,5.0,4.93
4.94,5.0,4.94
4.7,4.82,5.0
4.86,4.93,5.0
4.75,4.86,4.85
5.0,5.0,5.0
5.0,5.0,4.73
4.75,4.86,4.77
4.95,5.0,4.93
5.0,5.0,4.88
4.57,4.73,4.95
4.82,4.9,4.9
4.84,4.92,4.86
5.0,5.0,5.0
4.8,4.89,5.0
4.71,4.83,5.0
4.5,4.69,4.94
4.13,4.5,5.0
4.84,4.92,5.0
4.91,5.0,5.0
4.75,4.86,4.81
4.71,4.83,4.67
4.71,4.83,5.0
4.53,4.71,5.0
4.8,4.89,5.0
4.67,4.8,4.86
4.78,4.87,4.79
4.6,4.75,4.91
5.0,5.0,5.0
4.79,4.88,4.73
4.91,5.0,5.0
4.93,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.88
4.9,4.97,4.4
5.0,5.0,4.63
4.83,4.91,4.84
4.75,4.86,5.0
5.0,5.0,5.0
4.75,4.86,4.6
4.63,4.76,4.6
4.93,5.0,4.9
0.0,4.0,4.95
5.0,5.0,4.92
5.0,5.0,4.77
4.91,5.0,5.0
4.88,4.95,4.85
4.93,5.0,5.0
4.89,4.96,5.0
5.0,5.0,4.77
4.95,5.0,5.0
4.94,5.0,4.9
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.95
5.0,5.0,4.93
4.8,4.89,5.0
5.0,5.0,4.88
4.8,4.89,5.0
4.96,5.0,4.68
4.75,4.86,4.56
4.83,4.91,4.94
4.71,4.83,5.0
2.0,4.0,4.8
4.5,4.69,5.0
4.94,5.0,4.88
4.25,4.52,4.73
4.9,4.97,5.0
4.9,4.97,4.8
5.0,5.0,4.89
4.93,5.0,5.0
5.0,5.0,4.92
4.93,5.0,4.66
4.88,4.95,4.92
4.91,5.0,5.0
4.33,4.58,4.95
4.86,4.93,4.78
5.0,5.0,4.92
4.97,5.0,5.0
4.94,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.25,4.52,4.87
4.88,4.95,5.0
4.79,4.88,4.83
4.77,4.86,5.0
5.0,5.0,4.95
4.81,4.89,4.88
5.0,5.0,4.79
4.42,4.62,4.88
5.0,5.0,4.85
4.8,4.89,4.85
5.0,5.0,4.9
4.96,5.0,4.86
4.8,4.89,4.9
4.89,4.96,5.0
5.0,5.0,5.0
4.94,5.0,5.0
4.9,4.97,5.0
3.5,4.25,5.0
4.63,4.76,5.0
4.75,4.86,4.67
5.0,5.0,4.88
4.75,4.86,4.0
5.0,5.0,5.0
5.0,5.0,5.0
4.81,4.89,5.0
4.5,4.69,5.0
4.8,4.89,4.83
4.9,4.97,5.0
5.0,5.0,4.43
5.0,5.0,4.88
5.0,5.0,4.89
4.63,4.76,5.0
5.0,5.0,5.0
4.35,4.58,5.0
5.0,5.0,4.76
4.54,4.71,5.0
4.91,5.0,5.0
4.93,5.0,5.0
5.0,5.0,5.0
4.81,4.89,4.67
4.0,4.5,4.56
0.0,4.0,4.58
4.84,4.92,5.0
4.75,4.86,4.55
4.85,4.92,4.76
4.88,4.95,4.79
4.91,5.0,4.6
4.75,4.86,5.0
4.93,5.0,4.98
4.13,4.5,5.0
4.85,4.92,4.93
4.33,4.58,4.73
5.0,5.0,4.93
5.0,5.0,4.42
4.61,4.75,5.0
4.94,5.0,4.84
4.93,5.0,4.78
5.0,5.0,4.75
4.88,4.95,5.0
4.93,5.0,5.0
4.94,5.0,5.0
4.8,4.89,5.0
4.33,4.58,4.78
4.75,4.86,5.0
4.4,4.61,5.0
4.93,5.0,4.76
5.0,5.0,5.0
4.75,4.86,4.88
4.6,4.75,4.95
4.67,4.8,4.52
4.66,4.78,5.0
4.87,4.94,4.91
4.5,4.69,4.33
4.78,4.87,4.92
4.87,4.94,4.97
4.73,4.83,4.93
4.84,4.92,4.83
4.79,4.88,5.0
5.0,5.0,4.98
4.89,4.96,4.94
5.0,5.0,4.94
4.85,4.92,5.0
5.0,5.0,4.84
5.0,5.0,5.0
5.0,5.0,4.88
4.81,4.89,4.53
4.83,4.91,4.72
5.0,5.0,4.9
3.5,4.25,4.71
4.78,4.87,4.83
4.85,4.92,4.86
4.5,4.69,5.0
4.81,4.89,4.88
4.83,4.91,5.0
4.67,4.8,5.0
4.71,4.83,4.92
4.0,4.5,4.64
4.47,4.64,4.97
5.0,5.0,5.0
4.71,4.83,4.58
4.86,4.93,4.68
4.67,4.8,4.6
4.86,4.93,5.0
5.0,5.0,4.8
5.0,5.0,4.76
4.33,4.58,4.5
4.8,4.89,4.84
5.0,5.0,4.77
4.7,4.82,4.92
4.84,4.92,4.83
4.73,4.83,4.75
4.9,4.97,5.0
4.57,4.73,4.92
4.91,5.0,4.95
5.0,5.0,4.99
4.89,4.96,4.99
4.75,4.86,4.86
4.83,4.91,4.92
4.87,4.94,4.33
4.55,4.71,5.0
4.97,5.0,4.81
4.91,5.0,4.83
4.89,4.96,4.91
4.62,4.75,5.0
3.0,4.17,4.94
4.92,5.0,4.83
5.0,5.0,5.0
4.86,4.93,5.0
4.78,4.87,5.0
4.6,4.75,4.85
5.0,5.0,4.94
4.94,5.0,5.0
5.0,5.0,4.94
4.91,5.0,5.0
4.93,5.0,5.0
4.5,4.69,4.76
4.94,5.0,4.67
5.0,5.0,5.0
5.0,5.0,4.94
4.67,4.8,4.63
4.56,4.72,4.96
4.2,4.5,5.0
4.79,4.88,4.81
5.0,5.0,4.69
4.65,4.77,5.0
4.75,4.86,4.92
4.94,5.0,5.0
4.64,4.77,5.0
4.64,4.77,5.0
4.92,5.0,4.97
5.0,5.0,4.85
4.31,4.55,5.0
4.5,4.69,5.0
4.6,4.75,5.0
4.75,4.86,4.89
5.0,5.0,5.0
4.83,4.91,5.0
4.85,4.92,4.94
5.0,5.0,4.79
4.8,4.89,5.0
4.9,4.97,4.95
4.89,4.96,4.71
4.81,4.89,5.0
4.77,4.86,5.0
5.0,5.0,4.75
4.71,4.83,5.0
4.75,4.86,5.0
5.0,5.0,4.96
4.87,4.94,4.79
4.46,4.64,5.0
4.91,5.0,4.63
4.15,4.5,4.33
4.27,4.53,4.93
4.0,4.5,5.0
4.74,4.84,5.0
4.5,4.69,4.97
5.0,5.0,4.95
4.91,5.0,5.0
4.58,4.74,4.7
5.0,5.0,4.95
4.75,4.86,4.95
4.87,4.94,4.0
4.75,4.86,4.95
4.9,4.97,4.94
4.83,4.91,4.93
4.44,4.63,4.86
5.0,5.0,4.84
4.6,4.75,4.84
4.46,4.64,5.0
4.94,5.0,5.0
5.0,5.0,4.78
4.55,4.71,5.0
4.78,4.87,4.94
4.91,5.0,4.83
4.67,4.8,4.93
5.0,5.0,5.0
4.97,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.75,4.86,5.0
4.5,4.69,4.86
4.99,5.0,4.91
4.67,4.8,4.69
4.39,4.6,4.69
4.75,4.86,5.0
4.74,4.84,5.0
4.44,4.63,5.0
4.55,4.71,5.0
5.0,5.0,5.0
5.0,5.0,4.83
4.79,4.88,4.65
5.0,5.0,4.79
5.0,5.0,5.0
5.0,5.0,4.93
4.75,4.86,5.0
4.0,4.5,5.0
4.73,4.83,5.0
4.89,4.96,4.98
4.89,4.96,5.0
4.96,5.0,5.0
4.33,4.58,5.0
5.0,5.0,4.72
4.94,5.0,5.0
5.0,5.0,4.76
4.94,5.0,4.99
4.86,4.93,4.86
5.0,5.0,4.81
4.43,4.63,4.31
4.97,5.0,4.84
4.67,4.8,5.0
4.75,4.86,4.82
5.0,5.0,5.0
4.67,4.8,4.2
4.33,4.58,4.88
4.93,5.0,5.0
4.81,4.89,4.93
5.0,5.0,4.98
4.91,5.0,4.7
4.78,4.87,4.75
5.0,5.0,4.62
4.73,4.83,5.0
5.0,5.0,4.67
5.0,5.0,4.78
5.0,5.0,4.89
4.2,4.5,4.95
4.63,4.76,4.85
4.65,4.77,5.0
5.0,5.0,4.83
5.0,5.0,4.79
4.88,4.95,4.61
4.59,4.74,5.0
5.0,5.0,5.0
4.92,5.0,4.94
0.0,4.0,4.94
4.88,4.95,4.68
4.67,4.8,4.87
4.72,4.83,5.0
